businessId,AvgFromReviews,wIDF,wAvg,wRM,wBase
Qgp_J83d5e_V9v1ETP0ZHw,3.375,3.594971,3.647453,3.662329,3.735896
7Y1lfzFkwBRoMZKIMMeZMw,3.5,3.651898,3.680307,3.686521,3.735896
d7AGrZaeU6eHsdS_V1RcAw,1.333333,3.542266,3.577065,3.596213,3.596213
YhQxJ4I7bXJ9IAQo7YdJFg,4,3.876281,3.838832,3.831373,3.838982
OrsbDzB-QbcIjM1Udk_UDw,3.75,3.883433,3.828019,3.818623,3.818623
lPc3v2JEaCUdbOWM0kGSRA,4.166667,4.085179,4.067181,4.057162,3.766723
K01agwjl-Pc83KUaP4yAGA,3.333333,3.737596,3.727418,3.720873,3.766723
tNdb_01AHU3O1_ISE2Mf1w,3.4,3.651898,3.680307,3.686521,3.735896
ahKN6wh6z2vZsd8C7AyG5A,3.109589,3.558346,3.58767,3.607618,3.655492
OmxAvtMyIvCVm16NFIOOUA,2.695652,3.598502,3.646872,3.656382,3.656382
I5A9KMT13D2JbrirJC4IXA,1.333333,3.711336,3.746662,3.782383,3.970529
7p0OI2Ld46-EzJkRHGQEJQ,4.76087,4.116805,4.012838,3.96768,4.34965
uvEnqpFIAGIA-Absj8Sz7A,2.333333,3.44954,3.568353,3.65568,3.894209
d2AeNB4xw67E1Bzpo1Pm7Q,4.035714,3.811959,3.798317,3.796595,3.848798
uf5aV64d7KtUxMVAEgIB4A,3.75,3.891312,3.887552,3.906389,4.049731
4jA4X3nYwIaR2mUG4-kSVw,3.692308,3.980247,3.968207,3.964834,3.964834
QWrMFSrUBn7nAKnuEu-UHw,4,3.795231,3.774209,3.769955,3.769955
M2JvjVYkIJMIuvTiO8La9g,4.142857,3.500512,3.594087,3.627284,3.735896
mLH4DEWVcYVFHwsVNyb-uw,3,3.805527,3.812161,3.813206,3.813206
KNnp3xLKYl3u8myXgKR2mg,4.666667,4.085179,4.067181,4.057162,3.766723
L72XMAIis3Px8oJ0V4MidA,3.642857,3.802423,3.828426,3.852358,3.970529
T5i07QxZtWZw-d-FuyTBew,4.333333,3.941547,3.886081,4.063912,4.666667
YIrhAqWgBApq1W0ghfaBxw,3.333333,3.590103,3.610797,3.63105,3.766723
Fnfz9bpjjg1E4eAih2XomA,3.333333,3.877985,3.889884,3.894209,3.894209
KJXi3s3rcKb1EcZUApL0Vg,3,3.864945,3.746597,3.726852,4.5625
xuSsETlnlO3XFhlBGRZkTA,4.333333,3.04234,3.109742,3.147404,3.766723
uzETXY35sIROqx6nnGuq-A,3,3.853656,3.860519,3.875496,3.766723
3Srfy_VeCgwDbo4iyUFOtw,1.2,3.795231,3.774209,3.769955,3.769955
IZUen3dTmJ67DmAimLcKqQ,3.6,3.665583,3.662215,3.660517,3.766723
44qg4vgcqJkjF8eqG4R4JA,3.1,3.766723,3.766723,3.766723,3.766723
GCNkuno89gB-54zNu51Hmg,2.333333,3.959192,3.900638,3.878701,4.018717
G7Q0Tm2XBI5rqd5wyUc0jg,3.438596,3.539853,3.601824,3.640723,3.640723
_NWot0cb2Ug3-IzXQY2THw,5,4.248176,4.160278,4.121394,4.121394
Wa74GOJZrNBTV2BrygXPxA,5,3.711336,3.746662,3.782383,3.970529
U_CvxSM9epIi8u5A0jOUVw,3.642857,3.854637,3.822853,3.816756,3.816756
rSZj7lgBxREaMhGMnjuZ3g,2.75,3.475623,3.569723,3.610864,3.735896
7McTmo8UxlqUlvDNXcMOWA,3.833333,3.795231,3.774209,3.769955,3.769955
8-1ExFcyxhO3xNPPttmsLw,3.285714,4.07112,3.98128,3.935065,3.766723
jutz7DEv4JSM7x-jMuC6jA,2.666667,3.594971,3.647453,3.662329,3.735896
wN_wAXWg8W94v04eqijy6g,4.441341,3.651898,3.680307,3.686521,3.735896
HNusESyB6lEgrf5IUwUr_g,3.444444,3.853483,3.81092,3.803655,3.803655
FOQ2xb539Hh6Xftznwy1kg,2.2,3.884452,3.874624,3.882483,4.049313
5vfSMJ3wfjbw5qbJ6VZPyQ,2.25,3.651898,3.680307,3.686521,3.735896
dvbxHO7tc7UbUMXieDc0_g,3.333333,4.029241,3.981858,3.94589,3.766723
zbfpbo1Soi41YUI9TxdwxA,3,3.665583,3.662215,3.660517,3.766723
eFC_lobFeLQSVitKUQ3tIA,4.583333,3.598502,3.646872,3.656382,3.656382
OezljE7kfHWM4Lc4Hkkb4w,4.181818,3.78256,3.78256,3.78256,3.766723
b9281KmsuMDvYVSJi-l9FA,4.8,3.737596,3.727418,3.720873,3.766723
NLKjSOHL4F6yQQooc6JbyA,3.5,3.635415,3.636591,3.637708,3.724614
iDYzGVIF1TDWdjHNgNjCVw,3.510345,3.651898,3.680307,3.686521,3.735896
3NsfdaGfkhQbRrjjoYhTew,2.5,3.475623,3.569723,3.610864,3.735896
XaMp0myaLiXWRxrzYzwQxw,4.25,3.475623,3.569723,3.610864,3.735896
jkULHBAZBM3s5DQJkM-6RA,3.888889,4.016197,3.952852,3.936362,3.936362
y00oZaBgHET4IY0VfOw4SA,3.333333,3.651898,3.680307,3.686521,3.735896
teifdsiAtxv7Vf1SmokvvA,4.461538,4.216539,4.117368,4.054726,4.054726
xpdh4XXiCTbO3yctj3uK7g,5,4.290221,4.195062,4.154632,4.372379
E_KO4AccRjdKI94vzc-TcA,4.666667,3.959192,3.900638,3.878701,4.018717
uf6gvmoJNW-tne9xGwTP3A,2.5,3.982226,3.970796,3.968538,3.968538
f1FcPnhL_ui38sfHN6pOpw,2.666667,3.55854,3.597611,3.624586,3.700165
W8CHl0aVIgW0JPpKsfAbxQ,4.583333,4.2019,4.131598,4.100433,4.371134
rr44srj5pxejML-W1Wx0IA,1,3.569263,3.59587,3.621727,3.701056
b9svM7RoDUAVnzjFBmf3Ow,3.90625,3.887203,3.863624,3.857654,3.857654
_tkAI5Q5XQSfgbqJzDKSDQ,2.89781,3.662327,3.67755,3.682884,3.701182
Ud6MAIcHxyao99gnGWqtnA,2.333333,3.55854,3.597611,3.624586,3.700165
GoWTsb8sGyJ026a3cbw03Q,3.928571,3.651898,3.680307,3.686521,3.735896
ux_lt6O35zRSJ8WgtBLcyA,3.333333,4.184374,4.140506,4.124061,4.292842
6v2PcNRjJkTOzyF9VtwdoQ,3.5,3.871299,3.845261,3.833655,3.766723
PfFR1wywNe0c78pfq7JgJA,3.25,3.62165,3.649817,3.667679,3.667679
7y0r0_YhtKlZLJSkLKcu2g,3.75,4.021876,4.056145,4.149975,4.440678
2OY8xs4aqOt8eTnYokdrww,4.154762,3.824118,3.791792,3.788788,3.788788
0hoHNh8rN2D3A0wpNCGtZA,2.777778,3.982226,3.970796,3.968538,3.968538
XjP2Dsq-FLUv7h-naBGh5A,3,3.691234,3.708922,3.713496,3.713496
xdwPHc25l7_roZ9Kfea13w,3.666667,3.982226,3.970796,3.968538,3.968538
eQ9I23C8O9ruHIaupxp40g,3.666667,4.184374,4.140506,4.124061,4.292842
OvlAlAkiyyCILkq-TylBWg,3,3.824118,3.791792,3.788788,3.788788
X808hns8g_V_M4GTYsTbsQ,3.666667,4.306501,4.26778,4.213065,3.766723
SDwYQ6eSu1htn8vHWv128g,4.491197,3.88133,3.828624,3.820711,3.820711
TTaS3S_12GjK8gqbfdD70A,2,4.219302,4.215359,4.213576,3.766723
g9WCTu6f_e-YCgeqh0S-xA,5,3.946815,3.923032,3.916671,3.766723
LGAmOIbwXPgC5z87vI5fcw,2.352941,3.702905,3.699344,3.704337,3.76422
y8XIzVLegx1UJ0ON1IpWmw,1,3.437215,3.522017,3.576323,3.704928
RRGRruNX4o6689EB48z3-A,4.194175,3.787916,3.76706,3.762037,3.762037
n9c5ezcwz0k4F8_oIAjpbg,2.5,3.877985,3.889884,3.894209,3.894209
go7rnFqNB--ZYarRX9vNHw,3.058824,3.834943,3.812453,3.795645,3.795645
2nxQ9enKGYktl0AHZtQgog,3.25,3.273469,3.279765,3.287169,3.766723
oN4RW6zQn2JMlcWL7Ukqgw,4,3.854637,3.822853,3.816756,3.816756
b9j-xkzT7viHT6GM0y3nIw,3.206897,3.644655,3.643333,3.643368,3.697175
2TK2w_wpYeqRnBc7jkczIw,3.666667,3.745152,3.721443,3.707805,3.766723
nWm5m-O88qprGsX4sjo0Uw,3.75,3.774711,3.806462,3.830243,3.766723
1_EtLOR6MvjabkGFmNbQRg,5,3.910713,3.916327,3.918047,3.918047
5VMajxduxfLPSyQkVFKESg,4.019886,3.66661,3.694507,3.702978,3.735896
Si4xIYKj7cbBou6Vkk0JJg,3.25,4.184374,4.140506,4.124061,4.292842
UtPEE7QW8AWeuBfeik5t0A,4.333333,4.115669,4.064945,4.058957,4.058957
uFwC7N9APy8oTjhda3p9lw,4.266667,3.598331,3.614589,3.639259,3.722898
T1yCCJecXAN7dDwO27_0jw,4.666667,3.714865,3.769233,3.798143,3.83564
Lw5HqHiaH8Xag5rIF6nDsw,5,4.027617,4.018951,4.01799,4.049731
FWvEeULc-ItQTENPlIyfuw,4.416667,3.980247,3.968207,3.964834,3.964834
ya1e25Xns6uiEzZfyUIvJA,3.75,3.447376,3.594764,3.759623,3.766723
xEg0-xrQywU5K-WQO7cy0w,3.979381,3.82031,3.753899,3.743104,3.826083
To5CjntVFawXM_hpAhvVdQ,4.08,4.141231,3.965208,3.914483,3.914483
wjnqiWyMtZ7G_267lkwOng,4.411765,4.252531,4.201334,4.206342,4.206342
CVp1BFI5gpXqo31C6Lwkjw,3,3.982226,3.970796,3.968538,3.968538
YSesarsmfOIKwx6eiRqFZQ,3.75,3.57893,3.609606,3.621441,3.766723
7FLivO-e_4SmyNxr83aIaw,4.833333,4.156464,4.160077,4.163887,3.766723
BUEqKdb4L5_bR7lIOe1SUA,4.333333,3.04234,3.109742,3.147404,3.766723
K8JErqh6BtOQvPwkd2hpvw,4.666667,3.766723,3.766723,3.766723,3.766723
D1yvWQGnKam_zu_2BZLUVQ,5,3.429351,3.479462,3.517056,3.766723
46Pklsv4V2dku7yY5rvhIw,4.636364,4.156876,4.138246,4.129935,3.766723
QRxXaEf_hkO-XrEo8vrt-Q,5,3.711336,3.746662,3.782383,3.970529
4jwsLVuyXUumcsCGc2v4Gw,2.428571,3.509079,3.56304,3.601918,3.766723
R1ySBCVS2eQf-s0Z4ifIug,3.791667,3.8126,3.794556,3.792171,3.792171
UBq0EyWQe42H0lrq0PXXqQ,1.666667,3.766723,3.766723,3.766723,3.766723
X_sZ5PxFj6K0_TOOV4xKoA,4.6,4.034618,4.007327,4.028209,4.281124
SOrR-TNq-vx_7B_-_D20Eg,3.375,3.316346,3.383698,3.40953,3.766723
1nhug_rhFFtF9D61X_EVBg,4.647059,4.120118,4.092044,4.096203,4.096203
Wk7SqBiVAQ0cHWp__WNy7w,4,3.82652,3.824449,3.823594,3.766723
8SvCSiGwtaGL2Z78tRSSlQ,3.625,3.669786,3.694641,3.700165,3.700165
2P8ZJasw3lS2oXL7gCOTSA,3.25,3.889949,3.905452,3.914371,3.914371
KtsxJfAcDoNjhmTZeZtFmw,3.333333,4.115669,4.064945,4.058957,4.058957
9BnmL7nWKhKR0PD87Wua-A,2.8,3.687724,3.71697,3.740503,3.766723
dn2rubA4plfH63B6nOVioA,2.894737,3.705059,3.704934,3.704928,3.704928
oRqBAYtcBYZHXA7G8FlPaA,3.3,3.598502,3.646872,3.656382,3.656382
imvNxppzxkLUPH64pQsDQg,4.416667,3.8126,3.794556,3.792171,3.792171
OjqiF-rHW6J1MkQCkCmfGg,3.571429,3.483365,3.560306,3.604054,3.735896
3Gsex5Dyhnoul9l_914MGQ,3.678571,3.795231,3.774209,3.769955,3.769955
Zip1ElzGhsr-2Pw6EXWyPA,2.666667,3.475623,3.569723,3.610864,3.735896
5IO32LUAX4b-nD13fxKsIw,3.666667,3.774711,3.806462,3.830243,3.766723
bNmsfLXaKKcDigEMidEcGg,4.5,4.119895,3.981241,3.902615,4.5
3Tqe27RNm_KK9Zdhg3YxCg,3.033333,3.883433,3.828019,3.818623,3.818623
BoQug9u-v6wc3LyGU_IbbA,4,3.729611,3.746931,3.762252,3.766723
xI6_E9ERSDEmgMYw1TeSrw,3.5,3.757167,3.755994,3.755609,3.766723
aTS1TP1cNMgtlaKd7UsnqA,2.333333,4.14135,4.131463,4.126808,3.766723
AhjSzNFGdJZG5J0oF2Voag,4.75,3.70142,3.70142,3.70142,3.70142
9pYBiLe3k5Gi-AJqRklXcQ,3.75,3.980247,3.968207,3.964834,3.964834
HEI4WFai9zoixD5GhCnbeg,3.714286,3.523907,3.582394,3.606443,3.735896
WwIL1NEZn9oqq8SOnF1QJA,2.2,3.774711,3.806462,3.830243,3.766723
5EWVJZd9cSAMwkrwgOFd6Q,4.125,3.651898,3.680307,3.686521,3.735896
9gdQm_wucTIr57ffeT7aYA,4.4,3.909928,3.899667,3.896956,3.896956
qwhBg6QpRgL6GgdMB8wpjQ,4.5,3.737596,3.727418,3.720873,3.766723
CD-2yHTSObgvAhW-pYHfMw,3.362069,3.635415,3.636591,3.637708,3.724614
LHwSUFdk1LZzbhSNYwoslw,2.75,3.486627,3.571608,3.6154,3.766723
heszpsyNiT3i8MEOk04sUw,4.2,4.184374,4.140506,4.124061,4.292842
OSsueRKTxM0MEbgIRsUebA,3.153846,3.824118,3.791792,3.788788,3.788788
q-lbzVibevkD7eVAnsDiGw,4.2,3.982226,3.970796,3.968538,3.968538
NkDveAzq_V6i352Lee8v-A,2.866667,3.651898,3.680307,3.686521,3.735896
1WekdXpu2lJveRXqvdS1kA,4.6,4.049694,3.966937,3.962993,4.050431
rD2TvUrVR7i-vEkPtNrqqQ,3.25,3.04234,3.109742,3.147404,3.766723
8my0Dq5EDtRp2YLRPBYkIg,4,4.116351,4.096966,4.089549,3.766723
CM63yldm-p0ye4VpPNk1tg,1.4,3.100882,3.194376,3.278465,3.766723
TbEG0bCaXGJ0uac1TJi4OQ,4.5,4.272937,4.195221,4.202605,4.202605
XPNrGeWsEUmglTSq619now,3.2,3.982226,3.970796,3.968538,3.968538
3VfXcTXNXc-lxx9i5kfuOA,2.5,3.04234,3.109742,3.147404,3.766723
YDOmCwlf6bVjbdzTRiwDBg,4.777778,3.679863,3.702929,3.721094,3.743501
JRzrqJmsQ5AZ4bMQLUfyHg,3.918182,3.699121,3.697943,3.700924,3.700924
VVpdH2Dx1fxZvKJKzCAQhQ,2.428571,3.375368,3.398483,3.409652,3.766723
k5beMbSAM6xjrNiaRTcE8A,5,4.184374,4.140506,4.124061,4.292842
TepT2VeFe3tMYdAiqj12vg,3.333333,3.656142,3.67513,3.704209,3.803655
csP_5wtk4DEpHJq65bSsWQ,3,3.795834,3.80338,3.803969,3.766723
vX1zpCqnyb0GhBa3i_hzRA,4.384615,3.883433,3.828019,3.818623,3.818623
IwhkOh4fPsiU7TThIsz6Og,3.088235,3.637972,3.658951,3.66808,3.713496
g43sL1u-iM6spXbMc6_oAA,1.714286,3.598502,3.646872,3.656382,3.656382
At8s2nEl6ms75r7JF7VJWg,2.518519,3.824657,3.787291,3.776301,3.776301
7zW80ERKxqxhejUQzB9veg,3.333333,3.795501,3.805966,3.811046,3.811046
#NAME?,3.75,3.830653,3.799761,3.78548,3.813395
4HQzNmjeS9GkkFemBCJ95w,4,4.156464,4.160077,4.163887,3.766723
cBzk1K3zsz8K9wpCZsR7dw,4.333333,4.14487,4.158076,4.178215,3.766723
saCtN9IoDXPFk1KuB2FO6A,4.210526,3.486627,3.571608,3.6154,3.766723
u8KvEPDGbX4v8mC2kHD5WA,5,4.015881,3.961559,3.928456,3.766723
bsHBCjGykWPG1HHDsmXVfA,2.666667,3.598502,3.646872,3.656382,3.656382
S85y5Iv3LlVsy2sjqHdGhg,3.166667,3.844665,3.818708,3.812894,3.812894
3TCHnHO2gGfGw--0uN6XMg,3.5,3.590924,3.625823,3.666564,3.766723
usy2G5R9MWwtW4TF8obg9w,3.666667,3.500512,3.594087,3.627284,3.735896
kzZJjm56gG0aSpyA-dS3eA,2.6,3.206755,3.338717,3.47847,3.766723
Ng64OojrfYmtyBtv_0UMnw,2.5,3.859754,3.808649,3.790623,3.790623
dYf5eX8oK5ughIeghqifRQ,1.571429,3.55854,3.597611,3.624586,3.700165
qduzJZxh_EH6GERI2x_zuw,3.75,3.747213,3.744135,3.742478,3.845983
TNjj-10ninOz1d5hsM6G2g,4.5,3.971749,3.942767,3.923714,3.970529
6DaBdOr7NNsIWBC_2zty7A,2,3.651898,3.680307,3.686521,3.735896
7vviQbJwTqs8qXi-KwcXZA,3.777778,3.514484,3.564745,3.591135,3.766723
rfuCmgGhWoBLx5QvZqadwg,2.333333,3.735896,3.735896,3.735896,3.735896
8D_e6Oc4eZdRSnK0_v8sGw,2.833333,3.981053,3.941237,3.930289,4.023246
3lkNO9_56k-VLZXyS8EDSg,3.25,4.140305,4.146419,4.148334,3.766723
S-gBAkaS2Xy8xIlV2LDBIw,1,3.824118,3.791792,3.788788,3.788788
_ufhmY-588fNlV5ers3UQQ,4.5,3.691234,3.708922,3.713496,3.713496
HS9zL2VJquqYi0UiIVvPqw,3.2,3.588808,3.632775,3.648467,3.766723
YtLmp1WRJJWl8CcZMJYZqQ,4.5,3.643782,3.661417,3.669321,3.731161
_BhzcKojv1gjdRINe3Gkig,4.111111,3.787916,3.76706,3.762037,3.762037
Guai2bH3hNqDP0bPuhT5uQ,4.090909,3.598502,3.646872,3.656382,3.656382
x-lEn6WxwqSNrdYdgjRsyw,3.940476,3.823891,3.805428,3.801109,3.801109
N_TlJCR5AkZhmrCDqbm2tQ,3.857143,3.9721,3.915937,3.906548,4.049313
nncarq2zL0Jfg78CCKkWrg,5,4.347556,4.315975,4.284633,3.766723
3M2llzwj4FOylG7Lfy0F1w,5,4.329423,4.167122,3.732063,5
s1Z1GO4UZ-GDmRvSqpqDFg,3.608696,3.709303,3.720109,3.722898,3.722898
2eOFMzIllez87VZjXwf66g,3,3.635415,3.636591,3.637708,3.724614
tpIU_ZvIfCfCp36IgghlHQ,3.209877,3.828931,3.810083,3.804738,3.804738
F2Fxp4mQKOqSOYFEAOHnsw,2.5,3.824118,3.791792,3.788788,3.788788
kAFfVsLzPmA6Z9yFZZIy7Q,3,3.735896,3.735896,3.735896,3.735896
7xbTnoyaai4JTkZ8rFPQTA,3.052632,3.713516,3.711309,3.710645,3.710645
S4kuNIvOCbiylaGLwY2aHw,4.166667,3.890186,3.904636,3.920509,4.006406
rlM0IYvA6MEqu75ogsOfJg,4.666667,3.766723,3.766723,3.766723,3.766723
muCl5p-9ut1sY0aKeUeRhw,3.626374,3.86455,3.814133,3.807991,3.807991
NJTIb6bro3gmfo7Gp6rDLg,3.111111,3.737418,3.722496,3.716326,3.731161
4OWm9VK8m4mLGdyfyywyBQ,3.666667,3.780052,3.770378,3.76357,3.766723
u_F86yMy2iOVQXhLJoxj2A,2.666667,3.802423,3.828426,3.852358,3.970529
KRddafPBRIBcI9uLFcOnHA,5,3.737596,3.727418,3.720873,3.766723
crSme9ZoLQNMtRGxv0htTw,3.571429,3.558206,3.604988,3.621726,3.621726
iE1eq7kDacRwgvFZJmjfgw,3.027027,3.714865,3.769233,3.798143,3.83564
vk7U4WeUKJWteORW5hba0g,3.6,3.66661,3.694507,3.702978,3.735896
VpW40mznMS43CqdbelX2wA,3.446043,3.883433,3.828019,3.818623,3.818623
QpdkXudiqodRvbNh0tyjqA,3.8,3.691234,3.708922,3.713496,3.713496
E4fsijuAlC_jhhM4i8q_Ew,4.333333,3.825588,3.840932,3.845487,3.766723
hWhVP-28LYP3llaMlAJ_JA,3.879518,3.651898,3.680307,3.686521,3.735896
0sML_PZTH3aQcXi5bkyLZA,3.833333,3.713606,3.723846,3.729323,3.766723
8_c7-t9_MfkExkdm0L304w,3.666667,3.853595,3.843058,3.837915,3.766723
OIm5dF675wxfHKM1k3vEnA,2.8,3.853656,3.860519,3.875496,3.766723
PrYz1XEnvGJ-5Q0VVPCLnQ,4.666667,3.964496,3.850481,3.820951,4.54061
zofs5Ig8kgvtFyp3ySoSBA,3.712121,3.923293,3.92391,3.924098,3.924098
cmyi1OKQxm01ZwgU4Tb_QQ,4,3.982226,3.970796,3.968538,3.968538
4jaExIpQYRBzxqk9jaYlow,4.333333,4.18282,4.121232,4.101896,4.101896
W1-Dh172LzcfvYEW4VRHSA,5,4.085179,4.067181,4.057162,3.766723
CMp3mSkdZeJDGXHGVHke-Q,3.666667,3.854637,3.822853,3.816756,3.816756
CvoAB3wTchy9j8CE1eEVWg,5,3.523921,3.589677,3.654028,3.766723
LmVcYycG_VI3S6RNgqiriw,3.390244,3.802993,3.79371,3.793315,3.818623
WwTK9w1qu4h28a63gFz25A,3.347826,3.787916,3.76706,3.762037,3.762037
eM0BAZ57RDHdhvXc72O8Pg,3,3.766723,3.766723,3.766723,3.766723
jceqTmtGyR79GcG94aNj7Q,3,3.830382,3.816151,3.81052,3.766723
4t5nsRo5kXykcbNhSgUrvg,3.333333,3.909928,3.899667,3.896956,3.896956
yDBhFRmDuEwvpE8J6NlkHQ,4.875,4.049246,4.010032,3.995386,3.995386
OZ8zJkZ9QQV89NkXnfQ8bQ,5,3.853595,3.843058,3.837915,3.766723
Iu8jmmDFcDSf5PCdor1dvg,3.9,3.711336,3.746662,3.782383,3.970529
qDuTblyvnoZsMw12v0arrA,3.178571,3.891312,3.887552,3.906389,4.049731
jMbvh2zELeV724RsY7mpNw,3.666667,3.766723,3.766723,3.766723,3.766723
TDX5Peai64ZdDvU5xHV5cQ,4.75,3.737596,3.727418,3.720873,3.766723
RcHlO31-LK8w7uFqr3vHHg,5,3.758352,3.78524,3.812156,3.766723
6ie9xvy2WW1pn7RuBvGNhg,3.827586,3.876279,3.814377,3.782191,3.782191
RQbD1athZFAke0zBTEqgwg,3.333333,3.931511,3.931511,3.931511,3.931511
k76odRRsXPErPzB0gjn-3g,3.980769,3.795231,3.774209,3.769955,3.769955
qugpY0TRuenI5fMFdegMUQ,3.125,3.316346,3.383698,3.40953,3.766723
uxiFIQ1Z5sNlBrImR1btog,4.142857,3.921488,3.869302,3.841037,3.956044
36VppVjzRVyyCjJuH4SeVQ,4.75,4.116351,4.096966,4.089549,3.766723
ieheWXxYPTM2stGLV7fEPw,3.375,3.982226,3.970796,3.968538,3.968538
0qPmDwHa9NdvvIOgerR8HQ,3.52381,3.745838,3.743503,3.744304,3.744304
qwmHm3s8p7J12AIY6Co8HQ,4.101852,3.900433,3.860877,3.85251,3.85251
ZcKIVkJqYWgH-PYautES_w,5,3.737596,3.727418,3.720873,3.766723
WdpPGvnZ27jrSTXpYgSsDA,3.6,3.766396,3.753346,3.74916,3.74916
5shtjIGUqp9litOYM-yf7Q,4.666667,3.847853,3.878302,3.903411,3.766723
CMaJOgyFrX6gVsJGm1bttw,3.291667,3.745472,3.774333,3.786292,3.786292
IoFggnoj1P4EcmNEP2K6Ng,3.578512,3.982226,3.970796,3.968538,3.968538
_DQemxJ8mjI0VfNMPd0O1g,2,3.635415,3.636591,3.637708,3.724614
Mni_8ponv6BCRaHSJlSygw,3.6,3.686391,3.757859,3.795175,3.795175
NtRs2Xd64mRLe6jGUTXziw,4.4375,4.034618,4.007327,4.028209,4.281124
TO2a5gXGGAU8Uq67bzqE-w,3,3.735896,3.735896,3.735896,3.735896
N8LMqIvnw_n3kgR43UGqrA,4,3.884452,3.874624,3.882483,4.049313
1DgSbbjaT7z3LCui1zZ1cg,3,4.049013,4.081825,4.120429,3.766723
V3lQtk1LgwAEcF9j-BzchA,4.125,3.795231,3.774209,3.769955,3.769955
UAzZDOlg_Fp4-8YhHDpo2g,3.875,3.705059,3.704934,3.704928,3.704928
L4qaRHqoy8tzY9Z-v17rxg,3,3.468856,3.479484,3.474464,3.766723
hl8aJEKqOYTEtKOpIxJ3mQ,4.714286,3.737596,3.727418,3.720873,3.766723
6Tfcr1Hp9eGYFcIpSsCVow,3.368421,3.714865,3.769233,3.798143,3.83564
rOHs19lhPWXiuPMHzNbJZg,4,3.594971,3.647453,3.662329,3.735896
G1LaLNJObuAwZGAcJ7OY0Q,4.1,3.586604,3.624042,3.639292,3.636649
lUuJNwIaIz83awgyvI7oCQ,2.333333,3.422883,3.528549,3.574189,3.656382
5kYY1Wy6F7AkSKP5thsUhQ,4.375,4.120118,4.092044,4.096203,4.096203
PsM_lRYZGvg1-e9fzecWPw,4.666667,3.884826,3.864998,3.856325,3.90613
Dj8kcvkTk2ZpNvdKYJYjIw,4.875,3.737596,3.727418,3.720873,3.766723
KVW1OnDvoOCxmy_AKHrKnw,4.666667,3.715144,3.783022,3.815047,3.931511
YvQKDmSQqs-R7vPEWV2EiA,3.310345,3.705432,3.697322,3.696892,3.696892
j7-YRDU63fw975an55zHGg,4.083333,3.650213,3.675208,3.687851,3.687851
p5HEHFZwbztIkpI4ItbX2w,4.1,3.705059,3.704934,3.704928,3.704928
#NAME?,4.62069,3.830653,3.799761,3.78548,3.813395
wBKo18dDR6rWUfAuOC40fg,4.5,3.788028,3.779633,3.774241,3.766723
4JBfk-b0ng-ZoSX8MrUNjg,3,3.486627,3.571608,3.6154,3.766723
F8sD8-VRr5RLCuxOY7SVaA,4.333333,3.912885,3.899467,3.902889,3.977337
vCLIGCHIPBAO0C5DdZBgNQ,5,3.737596,3.727418,3.720873,3.766723
7QSYBp2-AOdyUJXEaLnbgA,4.188172,3.810769,3.793936,3.791389,3.791389
4RyahhRI6erthzm-vZu0LQ,4.153846,4.156464,4.160077,4.163887,3.766723
VU-6-O55jPN8L4fWe1FLsA,4.461538,4.122026,4.105337,4.096355,4.118421
V1ybCcAG8QuIZnEUizCCHw,4.75,3.884826,3.864998,3.856325,3.90613
UEdKDUGcvXzR-0_Ow9K2Vg,4.083333,3.741529,3.732447,3.726273,3.766723
pqWlQ7z9JUAIarOy_IoOmg,3.2,3.347353,3.474525,3.640143,3.766723
GNZuoHxehd_3Kej7eXj8iQ,4,3.594971,3.647453,3.662329,3.735896
MjHJ9VOUywUWtO5uV4RnZw,4,3.598502,3.646872,3.656382,3.656382
74hGYtpaERi2FYKo5bP99Q,2.9,3.59223,3.670152,3.709117,3.709117
OvV84elHGF1AVVy9eTLZ7A,4,4.00018,3.996959,3.994679,3.766723
xNmhVSujLo1kC9cgjOE-sw,4.857143,3.961335,3.958497,3.957526,3.957526
a5N-FJqNPOmhoTV5JkQrww,4.4,4.048267,4.011131,3.993369,3.993369
byhwHi0lhYdyY5kSpuqoaQ,3.611111,3.883433,3.828019,3.818623,3.818623
J6OojF0R_1OuwNlrZI-ynQ,3,3.598928,3.689583,3.757911,3.766723
pjW7mFHc2uvQ1Dgx5HFQ4Q,4.5,4.047393,4.032767,4.022927,3.766723
ZQdSGPdEGXPbCWrmJSNm-Q,3,3.651898,3.680307,3.686521,3.735896
aLKQpJ0tBBAq3fvDxZZNNw,3.333333,3.705704,3.752653,3.785248,3.931511
YRWuNpZHoSpy0zPpc7TzqQ,3.526316,3.44954,3.568353,3.65568,3.894209
Epw24kOK4s9kvnf9I6XoCA,4.157895,4.002709,3.926491,3.898409,4.070423
yCQ2KC8OETCyQDCRw7mXrg,3.333333,3.594971,3.647453,3.662329,3.735896
13VZKXF7bBuLsLDh_r3g0w,2.5,3.370618,3.42737,3.511025,3.766723
fHrchaRB07DN0Dm-4Bk9dA,4.5,3.734505,3.738826,3.740683,3.743501
tfOQt1bdg3Bs-379XPIGOQ,3.833333,3.774711,3.806462,3.830243,3.766723
HltDCbst7HjQLFrfFoOQtA,4.5,4.176508,4.110264,4.020383,3.970529
bjXi_3KRJM0ZmxS3ykQTeg,3,3.417258,3.535979,3.618022,3.766723
_ISHH8x8Qe6IoVTQWegbpQ,2,3.795231,3.774209,3.769955,3.769955
oFZyfZds-akl1r6njKvE8Q,3,3.790128,3.782542,3.776835,3.766723
